,0,1,2,3,4,5
144,735821.0,154.510667028,154.064837,154.540386256,153.420883409,3167100.0
145,735822.0,152.826453821,154.708806,155.065460513,152.519336639,3560300.0
146,735823.0,154.609729998,153.628939,154.639449226,152.885908762,2533400.0
147,735824.0,153.559581766,154.302612,154.758344145,153.143486816,3226400.0
148,735827.0,153.757720262,154.857406,155.233878615,153.262366772,2249600.0
149,735828.0,154.06483751,154.560191,155.065460476,153.807258649,2018300.0
150,735829.0,153.708182524,152.509435,154.223354118,151.98436228,4206400.0
151,735830.0,151.320588549,151.241331,152.479714721,151.082813921,4011500.0
152,735831.0,150.092107554,147.46674,151.766404333,147.318125037,7362100.0
153,735834.0,142.136732,142.136732,146.386859018,141.671098727,10189700.0
154,735835.0,145.574485794,139.650063,145.74290499,139.313210738,7073200.0
155,735836.0,142.750964791,145.336711,145.614107964,140.819089152,6221800.0
156,735837.0,147.119986656,147.159608,147.585619927,144.306382793,4976600.0
157,735838.0,146.376956357,146.604815,146.822771526,145.812246444,4076300.0
158,735841.0,146.010400382,146.515655,147.020910609,144.900798652,4093100.0
159,735842.0,143.563352464,141.354065,143.632694027,140.531791086,5272000.0
160,735843.0,143.394933816,143.702051,143.731771219,141.849419033,4252000.0
161,735844.0,144.69275687,145.415969,146.65435272,144.415359907,3603500.0
162,735845.0,143.226514979,142.36459,144.048788893,141.988131255,4201100.0
163,735849.0,144.504520397,145.861784,145.970761767,144.306381975,3933300.0
164,735850.0,147.357761752,143.702051,147.654961959,143.503912575,3407800.0
165,735851.0,144.494618475,144.841357,145.792442632,143.167060228,3461700.0
166,735852.0,144.554059722,146.000483,146.129279861,144.316284103,3115100.0
167,735855.0,146.000483,144.296466,146.000483,144.058706231,3226700.0
168,735856.0,145.237649442,146.159,146.555276848,144.40544468,2717100.0
169,735857.0,146.466116095,147.030827,147.506361397,146.168901029,2799200.0
170,735858.0,146.723709656,146.763331,148.289013805,145.9311411,4003000.0
171,735859.0,144.692756667,143.16706,145.029593076,142.641986294,7975800.0
172,735862.0,144.038886367,145.118754,145.614107488,143.573253098,3825000.0
173,735863.0,143.276038307,143.087802,143.71195235,142.433946292,3564100.0
174,735864.0,142.869859808,142.324968,143.226514319,141.42342069,2674200.0
175,735865.0,141.274821347,143.067999,143.721868579,140.630852893,3280300.0
176,735866.0,144.197403861,144.068607,144.910713877,143.186878779,3474400.0
177,735869.0,143.077900321,141.195563,144.028985958,141.146024679,4317300.0
178,735870.0,140.670489611,141.146025,141.334262299,139.838284846,4763500.0
179,735871.0,142.354688055,143.622792,144.35592111,142.324968827,3946200.0
180,735872.0,143.959629995,142.255612,144.31628451,140.27419803,3880900.0
181,735873.0,139.739222355,143.236417,143.246318126,139.253770982,3054400.0
182,735876.0,144.464899381,147.654962,148.497068881,144.464899381,5131800.0
183,735877.0,147.674779963,147.397383,148.754646605,147.110083921,3018100.0
184,735878.0,148.645668679,148.695207,149.329259469,147.476642365,2980800.0
185,735879.0,148.298929893,150.864858,151.597986119,147.902638184,4794400.0
186,735880.0,151.043193414,150.973836,151.726768353,149.864249134,3531100.0
187,735883.0,150.983737842,149.735452,151.162073024,149.448153911,3227600.0
188,735884.0,149.378798064,148.229574,149.378798064,147.793660946,3915700.0
189,735885.0,148.209770036,148.615949,149.250000476,147.635158007,3353000.0
190,735886.0,149.507594651,148.695207,149.834528946,147.199245401,3476200.0
191,735887.0,149.051862437,148.992422,149.794892674,147.872919148,3454000.0
192,735890.0,148.457447353,147.833297,148.576327237,147.001107097,7954700.0
193,735891.0,141.165842861,139.333029,141.552218585,138.96647237,16025600.0
194,735892.0,138.946654303,139.610426,141.334262094,138.005485642,6990600.0
195,735893.0,140.42281251,142.750965,143.72186874,140.303917765,5583200.0
196,735894.0,143.266137437,143.335479,144.137963543,142.364590122,5370400.0
197,735897.0,143.40483464,142.324968,143.652511384,141.879152833,3489400.0
198,735898.0,142.176353482,136.578865,142.49338665,136.053791292,15008500.0
199,735899.0,136.638304725,139.521266,139.917542848,136.222209775,8511400.0
200,735900.0,139.055632692,139.243869,139.511363847,137.728088311,3710400.0
201,735901.0,139.134890513,138.778236,140.016619727,138.599900818,3984000.0
202,735904.0,139.194330861,139.065534,139.214148964,138.272980304,3822200.0
203,735905.0,138.71879503,140.561511,141.472959438,138.599900286,4349400.0
204,735906.0,141.225282437,140.313834,141.324344218,139.986898716,3516900.0
205,735907.0,140.294016994,138.589999,141.056865334,138.332421128,5096900.0
206,735908.0,138.600006,138.25,139.550003,137.869995,4744900.0
207,735911.0,137.919998,135.309998,138.080002,134.880005,8075600.0
208,735912.0,135.360001,135.470001,135.740005,134.119995,4520800.0
209,735913.0,136.089996,135.020004,136.199997,134.5,3164800.0
210,735914.0,134.699997,133.039993,134.699997,133.009995,4701400.0
211,735915.0,132.949997,131.75,133.0,131.649994,4613800.0
212,735918.0,131.789993,133.710007,134.089996,131.789993,4190800.0
213,735919.0,134.220001,133.820007,134.820007,133.309998,2815100.0
214,735920.0,134.789993,135.820007,135.910004,134.259995,4149200.0
215,735921.0,136.210007,136.740005,137.740005,136.009995,4753600.0
216,735922.0,137.369995,138.5,138.919998,137.25,5176400.0
217,735925.0,138.529999,138.460007,138.869995,137.119995,5137900.0
218,735926.0,137.649994,138.600006,139.339996,137.309998,3407700.0
219,735927.0,138.369995,138.0,138.429993,137.380005,3238200.0
220,735929.0,138.0,138.460007,138.809998,137.210007,1415800.0
221,735932.0,138.610001,139.419998,139.899994,138.520004,4301500.0
222,735933.0,139.580002,141.279999,141.399994,139.580002,4187400.0
223,735934.0,140.929993,139.699997,141.210007,139.5,3707800.0
224,735935.0,140.100006,138.919998,140.729996,138.190002,5900900.0
225,735936.0,138.089996,140.429993,141.020004,137.990005,4504700.0
226,735939.0,140.160004,139.550003,140.410004,138.809998,3272000.0
227,735940.0,138.279999,138.050003,139.059998,137.529999,3859100.0
228,735941.0,137.380005,136.610001,139.839996,136.229996,4546600.0
229,735942.0,137.029999,136.779999,137.850006,135.720001,4754800.0
230,735943.0,135.229996,134.570007,135.440002,133.910004,5315200.0
231,735946.0,135.309998,135.929993,136.139999,134.020004,5103800.0
232,735947.0,137.399994,137.789993,138.970001,137.279999,4207900.0
233,735948.0,139.119995,139.289993,139.649994,137.789993,4313300.0
234,735949.0,139.350006,136.75,139.5,136.309998,4048600.0
235,735950.0,136.410004,134.899994,136.960007,134.270004,8983100.0
236,735953.0,135.830002,135.5,135.830002,134.020004,4673500.0
237,735954.0,135.880005,137.929993,138.190002,135.649994,4081000.0
238,735955.0,138.300003,138.539993,139.309998,138.110001,5042600.0
239,735956.0,138.429993,138.25,138.880005,138.110001,1495200.0
240,735960.0,137.740005,137.610001,138.039993,136.539993,3106900.0
241,735961.0,138.25,139.779999,140.059998,138.199997,3918700.0
242,735962.0,139.580002,139.339996,140.440002,139.220001,2985600.0
243,735963.0,139.070007,137.619995,139.100006,137.570007,3443300.0
244,735967.0,135.600006,135.949997,135.970001,134.240005,5179800.0
245,735968.0,136.759995,135.850006,136.889999,134.850006,3462300.0
246,735969.0,134.380005,135.169998,135.580002,133.619995,4294700.0
247,735970.0,133.699997,132.860001,135.020004,132.429993,6919900.0
248,735971.0,133.179993,131.630005,133.820007,131.320007,4740800.0
249,735974.0,131.809998,133.229996,133.820007,131.759995,4967000.0
250,735975.0,133.649994,132.899994,133.779999,131.130005,5073700.0
251,735976.0,133.5,131.169998,134.279999,131.100006,4672300.0
